name,site,phone,full_address,city,postal_code,state,latitude,longitude,photo,working_hours,business_status,description,location_link
Red Bluff Pet Resort & Grooming Salon,https://www.redbluffpetresort.com/,+1 281-680-6000,"5009 Red Bluff Rd, Pasadena, TX 77503",Pasadena,77503,Texas,29.6707205,-95.1350172,https://lh3.googleusercontent.com/p/AF1QipN_U5SrYa3k1g2l39ORagDuP9sMpFApXb2FEp1V=w800-h500-k-no,"{""Sunday"": ""2-6PM"", ""Monday"": ""7:30AM-6PM"", ""Tuesday"": ""7:30AM-6PM"", ""Wednesday"": ""7:30AM-6PM"", ""Thursday"": ""7:30AM-6PM"", ""Friday"": ""7:30AM-6PM"", ""Saturday"": ""9AM-4PM""}",OPERATIONAL,,"https://www.google.com/maps/place/Red+Bluff+Pet+Resort+%26+Grooming+Salon/@29.670720499999998,-95.1350172,14z/data=!4m8!1m2!2m1!1sRed+Bluff+Pet+Resort+%26+Grooming+Salon!3m4!1s0x86409f93e166538d:0xf30c3635f4074722!8m2!3d29.670720499999998!4d-95.1350172"
Alvin Dog Park,,,"Alvin, TX 77511",Alvin,77511,Texas,29.3922283,-95.244942,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqSk2uAMYSGDMEnJE4VnKTYNUODTBrHd2AE1ml2fIm4_ZUd8kEuulV_X-FEh5-SjqCJDYzQr8hFOD7T0E4l-aph3SN93OBwS6gkL1ygqFdH52iwU9dcAf78gAkIDUD9jp-77K0WZA=w800-h500-k-no,"{""Sunday"": ""7AM-10:30PM"", ""Monday"": ""7AM-10:30PM"", ""Tuesday"": ""7AM-10:30PM"", ""Wednesday"": ""7AM-10:30PM"", ""Thursday"": ""7AM-10:30PM"", ""Friday"": ""7AM-10:30PM"", ""Saturday"": ""7AM-10:30PM""}",OPERATIONAL,,"https://www.google.com/maps/place/Alvin+Dog+Park/@29.3922283,-95.244942,14z/data=!4m8!1m2!2m1!1sAlvin+Dog+Park!3m4!1s0x864088b8e1fd5749:0x52cb2259379a158f!8m2!3d29.3922283!4d-95.244942"
Prairie Dog Park,,,"Prairie Dog Park, 575 Hathaway St, Alvin, TX 77511",Alvin,77511,Texas,29.4198231,-95.2374162,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrZVVB3KJezqWrpteW711B52tHNLCNNJQcn59iQGmITPwLhBADL41GY48z4D7HSwofikOBLs3ui7dxBhr60KeAhhSOR1KA90gFwYTvRnUtWenZa1NI-znekRIheRxLrz76CaJovzQ=w800-h500-k-no,,OPERATIONAL,,"https://www.google.com/maps/place/Prairie+Dog+Park/@29.4198231,-95.2374162,14z/data=!4m8!1m2!2m1!1sPrairie+Dog+Park!3m4!1s0x86408feff547ce03:0x5935d8f1259b2333!8m2!3d29.4198231!4d-95.2374162"
Officer Cash Memorial Dog Park,http://www.angleton.tx.us/266/Angleton-Parks,+1 979-549-0410,"Officer Cash Memorial Dog Park, 535 S Anderson St, Angleton, TX 77515",Angleton,77515,Texas,29.1596289,-95.424435,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqe4BX2G2m11Wi0Eifhm2IVRi9wNNPUPI8UfxEzvVSA0rtuSOPj25YisZbXg07Rlh4XktA5LnhophsPsqE554P7yc0jaw7WICSWeidf5zDheLiLB3zFWabp3b9v_Hx8wsTM1M9h=w800-h500-k-no,"{""Sunday"": ""5AM-11PM"", ""Monday"": ""5AM-11PM"", ""Tuesday"": ""5AM-11PM"", ""Wednesday"": ""5AM-11PM"", ""Thursday"": ""5AM-11PM"", ""Friday"": ""5AM-11PM"", ""Saturday"": ""5AM-11PM""}",OPERATIONAL,,"https://www.google.com/maps/place/Officer+Cash+Memorial+Dog+Park/@29.159628899999998,-95.424435,14z/data=!4m8!1m2!2m1!1sOfficer+Cash+Memorial+Dog+Park!3m4!1s0x86405d0f89aaaaab:0xbecf632104caa363!8m2!3d29.159628899999998!4d-95.424435"
Dog Park at Love's Travel Stops,https://www.loves.com/dogparks,+1 979-849-5905,"19477 FM523, Angleton, TX 77515",Angleton,77515,Texas,29.1962583,-95.45732,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=gOpWxo30L0KQ6Ovf7ENk4Q&cb_client=search.gws-prod.gps&w=800&h=500&yaw=208.0338&pitch=0&thumbfov=100,"{""Sunday"": ""Open 24 hours"", ""Monday"": ""Open 24 hours"", ""Tuesday"": ""Open 24 hours"", ""Wednesday"": ""Open 24 hours"", ""Thursday"": ""Open 24 hours"", ""Friday"": ""Open 24 hours"", ""Saturday"": ""Open 24 hours""}",OPERATIONAL,,"https://www.google.com/maps/place/Dog+Park+at+Love%27s+Travel+Stops/@29.1962583,-95.45732,14z/data=!4m8!1m2!2m1!1sDog+Park+at+Love%27s+Travel+Stops!3m4!1s0x86405de9e992aa5f:0xd2f8b016e55d4103!8m2!3d29.1962583!4d-95.45732"
Baytown Bark Park,https://www.baytown.org/,,"4334 Crosby Cedar Bayou Rd, Baytown, TX 77521",Baytown,77521,Texas,29.7751223,-94.9379816,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqIkLbPz5pbVgeuCeQzfgEcgVhCzblXamATCzLU8Hsvn28_mhW_Y8D8B8Oh5QMX1sYOJ8MGd_g1sFHD3HHx3vp-OJ9cUSykl7nIW5Wmqy3TjYq-yX-uq7kQI-D6g_-XuWV_htASTw=w800-h500-k-no,"{""Sunday"": ""5AM-10PM"", ""Monday"": ""5AM-10PM"", ""Tuesday"": ""5AM-10PM"", ""Wednesday"": ""5AM-10PM"", ""Thursday"": ""5AM-10PM"", ""Friday"": ""5AM-10PM"", ""Saturday"": ""5AM-10PM""}",OPERATIONAL,Baytown Bark Park located inside W.L.Jenkins Park has two separate play areas for small and large dogs. Plenty of space to run and play across the park. Drinking fountains for humans and dogs.,"https://www.google.com/maps/place/Baytown+Bark+Park/@29.7751223,-94.9379816,14z/data=!4m8!1m2!2m1!1sBaytown+Bark+Park!3m4!1s0x863f5c63ab30d0a3:0x61b02bd4ff538453!8m2!3d29.7751223!4d-94.9379816"
Crosby Boarding Kennel,http://www.crosbyboardingkennel.com/,+1 832-524-7845,"14379 Bohemian Hall Rd, Crosby, TX 77532",Crosby,77532,Texas,29.892919,-95.0250513,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrkrCVhU91jTSFDtUu8AmoSgEWy1T_psnCfHf3LtVJ0g6G_xNQ6adpp3F2asLbh220rlnp4PEqRK2j6ST2UlV5fTcCXzCGPwKWgoNqplgenturTL4AqLXnGj_dw0JqE2jQz7ZUZmw=w800-h500-k-no,"{""Sunday"": ""4-6PM"", ""Monday"": ""7:30AM-1PM,3-5PM"", ""Tuesday"": ""7:30AM-1PM,3-5PM"", ""Wednesday"": ""7:30AM-1PM,3-5PM"", ""Thursday"": ""7:30AM-1PM,3-5PM"", ""Friday"": ""7:30AM-1PM,3-5PM"", ""Saturday"": ""8AM-12PM""}",OPERATIONAL,,"https://www.google.com/maps/place/Crosby+Boarding+Kennel/@29.892919,-95.0250513,14z/data=!4m8!1m2!2m1!1sCrosby+Boarding+Kennel!3m4!1s0x863f57995986d299:0xd2acc38e223bc65c!8m2!3d29.892919!4d-95.0250513"
Two Brothers Sporting Dogs,https://www.twobrotherssportingdogs.com/,+1 936-341-0022,"2475 FM1008, Dayton, TX 77535",Dayton,77535,Texas,30.0793074,-94.8663177,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrdJwrHp11cjvApk3R2g_1bp6KHMHlPfGmRrUa99c3pBzENPH_MHJWqrvjOoHB5e0ZZlJqwxC4k1Mc_dXPsKveC5w5ER5H90SNNU3jGz1bygyzWSLQ2nIcjlNNBT4hVChzf9WDF=w800-h500-k-no,"{""Sunday"": ""Closed"", ""Monday"": ""9AM-4PM"", ""Tuesday"": ""9AM-4PM"", ""Wednesday"": ""9AM-4PM"", ""Thursday"": ""9AM-4PM"", ""Friday"": ""9AM-4PM"", ""Saturday"": ""Closed""}",OPERATIONAL,,"https://www.google.com/maps/place/Two+Brothers+Sporting+Dogs/@30.079307399999998,-94.8663177,14z/data=!4m8!1m2!2m1!1sTwo+Brothers+Sporting+Dogs!3m4!1s0x863f4db86521714d:0x1cb67a0944154351!8m2!3d30.079307399999998!4d-94.8663177"
Dow Park,http://www.deerparktx.gov/,+1 281-479-2394,"610 E San Augustine St, Deer Park, TX 77536",Deer Park,77536,Texas,29.6890553,-95.1187257,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqBddB7WYbqib_VHXI7yJmOlRfjlrzAFq3UsgiBbq5xyyY-g-88kahSgj-cZR2kpwPv3cZjhuarQ_q3eE1PEkzMMAt38wMw0D3z0uMQXOT1_E7XNz_yD2IqJ9bH_PpRymVIq-zd=w800-h500-k-no,"{""Sunday"": ""Open 24 hours"", ""Monday"": ""Open 24 hours"", ""Tuesday"": ""Open 24 hours"", ""Wednesday"": ""Open 24 hours"", ""Thursday"": ""Open 24 hours"", ""Friday"": ""Open 24 hours"", ""Saturday"": ""Open 24 hours""}",OPERATIONAL,,"https://www.google.com/maps/place/Dow+Park/@29.6890553,-95.1187257,14z/data=!4m8!1m2!2m1!1sDow+Park!3m4!1s0x86409f640afa644d:0x81ee1b32a9125bbf!8m2!3d29.6890553!4d-95.1187257"
Transform My Dog,http://www.transformmydog.com/,+1 281-534-7387,"1817 FM 517 Rd E, Dickinson, TX 77539",Dickinson,77539,Texas,29.4589558,-95.0621572,https://lh3.googleusercontent.com/p/AF1QipP5BcN9TZYR8YVncU_EHz4zfvRMkFDNiX5kTdR3=w800-h500-k-no,"{""Sunday"": ""8AM-12PM,1-5:30PM"", ""Monday"": ""7:30AM-12PM,1-5:30PM"", ""Tuesday"": ""7:30AM-12PM,1-5:30PM"", ""Wednesday"": ""7:30AM-12PM,1-5:30PM"", ""Thursday"": ""7:30AM-12PM,1-5:30PM"", ""Friday"": ""7:30AM-12PM,1-5:30PM"", ""Saturday"": ""8AM-12PM,1-5:30PM""}",OPERATIONAL,"We’re a training-focused dog boarding and daycare facility where every pup leaves better than they came. Whether your dog is here for training, daycare, or an extended stay, we prioritize structure, enrichment, and real results. Our goal is to help dogs become well-mannered, confident companions—on and off leash.","https://www.google.com/maps/place/Transform+My+Dog/@29.4589558,-95.0621572,14z/data=!4m8!1m2!2m1!1sTransform+My+Dog!3m4!1s0x8640827fad8b4fa3:0x4998e85c1f4a567a!8m2!3d29.4589558!4d-95.0621572"
White Rock Lake Dog Park,https://www.dallasparks.org/Facilities/Facility/Details/Mockingbird-Point-Dog-Park-358,+1 214-614-6711,"8000 E Mockingbird Ln, Dallas, TX 75218",Dallas,75218,Texas,32.8520023,-96.7251837,https://lh3.googleusercontent.com/gps-cs-s/AC9h4noCmvZNmhXVvnRsAFVCRY2tuWtb1waQNGGE6hzG5kmXLBoKdQbNJPOn8zuzJd2XgaDMBeDw2cbzHyUCGHPWs2rBtZnbHpn5yKrle9mfk9FrNNhLZt5PVAF0AE601Rnzm0CzkBEk=w800-h500-k-no,"{""Sunday"": ""5AM-11PM"", ""Monday"": ""Closed"", ""Tuesday"": ""5AM-11PM"", ""Wednesday"": ""5AM-11PM"", ""Thursday"": ""5AM-11PM"", ""Friday"": ""5AM-11PM"", ""Saturday"": ""5AM-11PM""}",OPERATIONAL,"Lakeside 3-acre dog park with sections for big & small breeds, fountains, shelter & washing areas.","https://www.google.com/maps/place/White+Rock+Lake+Dog+Park/@32.852002299999995,-96.7251837,14z/data=!4m8!1m2!2m1!1sWhite+Rock+Lake+Dog+Park!3m4!1s0x864ea1b4dfda174d:0x5787f4045cc6db2d!8m2!3d32.852002299999995!4d-96.7251837"
Kitty Hollow Park,https://www.fortbendcountytx.gov/government/departments/parks-and-recreation/county-parks-community-centers/kitty-hollow-park,+1 832-471-2575,"9555 Hwy 6, Missouri City, TX 77459",Missouri City,77459,Texas,29.5382626,-95.5276764,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nri3veSW1wh2ADhgmg26z0vg3TG6ZzHiNSK6TimK_w2UPF09uU8JuZuqJJ9Ev8310e8fhLQarNf12zXV7nYAyR6vlkcssW3DSX5yV1O7OV37ByGrMhyTxv6UDN083YJl8Sevnp7=w800-h500-k-no,"{""Sunday"": ""Closed"", ""Monday"": ""9AM-12PM,1-5PM"", ""Tuesday"": ""9AM-12PM,1-5PM"", ""Wednesday"": ""9AM-12PM,1-5PM"", ""Thursday"": ""9AM-12PM,1PM-5AM"", ""Friday"": ""9AM-12PM,1-5PM"", ""Saturday"": ""Closed""}",OPERATIONAL,"Community area offering athletic fields, 3 playgrounds, a fishing lake, dog park & picnic shelters.","https://www.google.com/maps/place/Kitty+Hollow+Park/@29.5382626,-95.52767639999999,14z/data=!4m8!1m2!2m1!1sKitty+Hollow+Park!3m4!1s0x8640ef0f831febbd:0xa972d6af0d9a6d92!8m2!3d29.5382626!4d-95.52767639999999"
The Sandlot Doggy Inn,,+1 903-220-3998,"2422 Flamingo Rd, Gilmer, TX 75645",Gilmer,75645,Texas,32.6507958,-94.9000579,https://lh3.googleusercontent.com/p/AF1QipNt8ISbLdJgClAp35r03T9FrkdziWHiFxM5vPeJ=w800-h500-k-no,,OPERATIONAL,"Our indoor facility is a 1500sf, 100% Heated and Cooled facility. The 9,000 square foot play yard is fully secured. Each dog gets their own indoor kennel with bedding. We have different sizes that fit the needs of all size dogs.
We ensure our facilities are not only spotless, but fully sanitized, and smell clean, so that your dog stays healthy while in our care.
The Sandlot provides your dog a loving environment with plenty of playtime","https://www.google.com/maps/place/The+Sandlot+Doggy+Inn/@32.6507958,-94.9000579,14z/data=!4m8!1m2!2m1!1sThe+Sandlot+Doggy+Inn!3m4!1s0x863619fcd75af753:0x3b7a9574914024bb!8m2!3d32.6507958!4d-94.9000579"
PUPpoozi's Doggie Day Spaw LLC,https://booking.moego.pet/go/?name=PUPpoozisDoggieDaySpawLLC,+1 254-978-8239,"400 N Erath, Meridian, TX 76665",Meridian,76665,Texas,31.9249648,-97.6596537,https://lh3.googleusercontent.com/p/AF1QipPwoKb92a1-ipjXZKGW1Pkkb9-2m9b5PadNzU4r=w800-h500-k-no,,OPERATIONAL,"Professional dog groomer of 15 years. We do full grooms that include bath, nails, ears, and haircut, baths, or just nails.","https://www.google.com/maps/place/PUPpoozi%27s+Doggie+Day+Spaw+LLC/@31.924964799999998,-97.65965369999999,14z/data=!4m8!1m2!2m1!1sPUPpoozi%27s+Doggie+Day+Spaw+LLC!3m4!1s0x864fdb8f865f1a95:0x6f5d401408fc57a7!8m2!3d31.924964799999998!4d-97.65965369999999"
LARAS House (Limestone Animal Rescue Adoption Shelter),https://larashouseshelter.com/,+1 254-292-9552,"1517 State Hwy 171, Mexia, TX 76667",Mexia,76667,Texas,31.6973476,-96.5119323,https://lh3.googleusercontent.com/p/AF1QipPKt2D03-XnsKqhPDwVNruDHgNm3KJu7opKscy_=w800-h500-k-no,"{""Sunday"": ""8AM-12PM"", ""Monday"": ""8AM-12PM"", ""Tuesday"": ""8AM-12PM"", ""Wednesday"": ""8AM-12PM"", ""Thursday"": ""8AM-12PM"", ""Friday"": ""8AM-12PM"", ""Saturday"": ""8AM-12PM""}",OPERATIONAL,"Due to increased concerns and recommendations from the CDC and local authorities, we here at LARAS want to make sure we are taking precautions to ensure the health and safety of our volunteers, staff and adopters. Because of this, we are OPEN BY APPOINTMENT.
Adopt, Foster, Volunteer, Spread the Word

LARAS House is a 501.C3 No Kill Animal Rescue Organization located in Mexia (Limestone County), Texas. The organization started in 2008, and our physical shelter opened it’s doors in 2010. At any given time we may house as many as 100 dogs and puppies and often a similar number of cats and kittens at both the shelter and in our foster care homes. As for intakes, we primarily take in dogs from Limestone County, Texas and the surrounding areas.","https://www.google.com/maps/place/LARAS+House+%28Limestone+Animal+Rescue+Adoption+Shelter%29/@31.697347599999997,-96.5119323,14z/data=!4m8!1m2!2m1!1sLARAS+House+%28Limestone+Animal+Rescue+Adoption+Shelter%29!3m4!1s0x864f4c2f9c851c21:0xf09ab8edb1b4089f!8m2!3d31.697347599999997!4d-96.5119323"
Decker Prairie Pet Resort,http://www.deckerprairiepetresort.com/,+1 832-435-5053,"24220 Decker Prairie-Rosehill Rd, Magnolia, TX 77355",Magnolia,77355,Texas,30.1152723,-95.694118,https://lh3.googleusercontent.com/p/AF1QipOriChkwsSbCYAdYpoE2uDN2Rr3IT8fQG3aPADx=w800-h500-k-no,"{""Sunday"": ""8AM-12PM,1-5PM"", ""Monday"": ""7AM-12PM,1-6PM"", ""Tuesday"": ""7AM-12PM,1-6PM"", ""Wednesday"": ""7AM-12PM,1-6PM"", ""Thursday"": ""7AM-12PM,1-6PM"", ""Friday"": ""8AM-12PM,1-5PM"", ""Saturday"": ""8AM-12PM,1-5PM""}",OPERATIONAL,"Give your pup the ultimate retreat at our premier Dog Boarding and Grooming Resort in Magnolia, TX! With over 30 years of expert grooming experience, we provide top-tier care in a spacious, ranch-style setting. Our owner lives on-site, ensuring round-the-clock attention, while your dog enjoys wide-open spaces, outdoor play areas, and even a swimming pool for a refreshing dip. Whether for a stay or a spa day, we treat every dog like family!","https://www.google.com/maps/place/Decker+Prairie+Pet+Resort/@30.115272299999997,-95.69411799999999,14z/data=!4m8!1m2!2m1!1sDecker+Prairie+Pet+Resort!3m4!1s0x86472bf9c3284d65:0xae131fff36d39e4a!8m2!3d30.115272299999997!4d-95.69411799999999"
Happy Hounds Aquatic & Daycare Center,https://localsloveus.com/waco/winner/21988/,+1 254-235-1116,"7717 Central Park Dr, Woodway, TX 76712",Woodway,76712,Texas,31.5017541,-97.2047138,https://lh3.googleusercontent.com/p/AF1QipMTQdZMEk3mqwOIxRaW-2EsM8IGNy0fGNq3Vxxs=w800-h500-k-no,"{""Sunday"": ""4-5PM"", ""Monday"": ""7AM-7PM"", ""Tuesday"": ""7AM-7PM"", ""Wednesday"": ""7AM-7PM"", ""Thursday"": ""7AM-7PM"", ""Friday"": ""7AM-7PM"", ""Saturday"": ""9-10AM""}",OPERATIONAL,,"https://www.google.com/maps/place/Happy+Hounds+Aquatic+%26+Daycare+Center/@31.5017541,-97.2047138,14z/data=!4m8!1m2!2m1!1sHappy+Hounds+Aquatic+%26+Daycare+Center!3m4!1s0x864f8696c5221cfb:0x9e6ba964ae84766!8m2!3d31.5017541!4d-97.2047138"
Best Fido Friends LLC,http://bestfidofriends.com/,+1 254-424-9072,"8501 Mars Dr, Waco, TX 76712",Waco,76712,Texas,31.4830249,-97.2060718,https://lh3.googleusercontent.com/p/AF1QipNmBUsA34it9-93gV1_P4uc9LKsLOFa3wzgJxp5=w800-h500-k-no,"{""Sunday"": ""3-5PM"", ""Monday"": ""7AM-7PM"", ""Tuesday"": ""7AM-7PM"", ""Wednesday"": ""7AM-7PM"", ""Thursday"": ""7AM-7PM"", ""Friday"": ""7AM-7PM"", ""Saturday"": ""8AM-5PM""}",OPERATIONAL,,"https://www.google.com/maps/place/Best+Fido+Friends+LLC/@31.4830249,-97.20607179999999,14z/data=!4m8!1m2!2m1!1sBest+Fido+Friends+LLC!3m4!1s0x864f86e8c798c073:0x366970c5a953d7c8!8m2!3d31.4830249!4d-97.20607179999999"
Sun Cs Animal Spa and Resort LLC,,+1 325-642-1070,"2775 FM2525, Early, TX 76802",Early,76802,Texas,31.7126388,-98.93647,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nq-DiLqv7nudexxnzCABpOAV6kz0Zw7tN-uUx5HCEV8GLcHkLwfFHE57GlSHE9AHjQYgZhP29kXQVE6B-g6uYeCZYws87XgO-D144BPSdRZ_2_U2wyE4X7IPeCAPCyemC3MAuNV=w800-h500-k-no,"{""Sunday"": ""6AM-7PM"", ""Monday"": ""7:30AM-5:30PM"", ""Tuesday"": ""7:30AM-5:30PM"", ""Wednesday"": ""7:30AM-5:30PM"", ""Thursday"": ""7:30AM-5:30PM"", ""Friday"": ""7:30AM-5:30PM"", ""Saturday"": ""7:30AM-12:30PM""}",OPERATIONAL,"Animal boarding and grooming
Feed store","https://www.google.com/maps/place/Sun+Cs+Animal+Spa+and+Resort+LLC/@31.712638799999997,-98.93647,14z/data=!4m8!1m2!2m1!1sSun+Cs+Animal+Spa+and+Resort+LLC!3m4!1s0x8650c79264c3b7d3:0x9448b5e9d531c178!8m2!3d31.712638799999997!4d-98.93647"
Coggin Park,https://www.brownwoodtexas.gov/facilities/facility/details/Coggin-Park-8,+1 325-646-0146,"2109 Austin Ave, Brownwood, TX 76801",Brownwood,76801,Texas,31.7017292,-98.9731882,https://lh3.googleusercontent.com/gps-cs-s/AC9h4npoIDPhJGHXGrcC9nJKDMxxlVfzoECZY79f1Ch3VvqMA5L-DW3phs_iRGuZK54Y23GGVoA0n3TnM0YGlD1eLFIVFu1wHcW8gzRpwfsSnGVC7yW1Lo81gUZ5x5HageVQJe80Ou_L_A=w800-h500-k-no,"{""Sunday"": ""Open 24 hours"", ""Monday"": ""Open 24 hours"", ""Tuesday"": ""Open 24 hours"", ""Wednesday"": ""Open 24 hours"", ""Thursday"": ""Open 24 hours"", ""Friday"": ""Open 24 hours"", ""Saturday"": ""Open 24 hours""}",OPERATIONAL,"Public recreational park offering tennis, volleyball, basketball & soccer facilities.","https://www.google.com/maps/place/Coggin+Park/@31.7017292,-98.9731882,14z/data=!4m8!1m2!2m1!1sCoggin+Park!3m4!1s0x8650c7a1989e68a5:0x2166db57da6e53da!8m2!3d31.7017292!4d-98.9731882"
Home Away From Home Pet Hotel,,+1 325-573-9757,"2409 Gilmore Ave, Snyder, TX 79549",Snyder,79549,Texas,32.74775,-100.9257188,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=wUCP6-RwNPs5MvYQHR30zQ&cb_client=search.gws-prod.gps&w=800&h=500&yaw=2.1456552&pitch=0&thumbfov=100,,OPERATIONAL,We would love for your pet to come and stay with us!! Contact us today!!,"https://www.google.com/maps/place/Home+Away+From+Home+Pet+Hotel/@32.747749999999996,-100.9257188,14z/data=!4m8!1m2!2m1!1sHome+Away+From+Home+Pet+Hotel!3m4!1s0x86ff49cd91f17ad5:0xd4de69b7f6729080!8m2!3d32.747749999999996!4d-100.9257188"
Dog Park at Love's Travel Stops,https://www.loves.com/dogparks,+1 325-235-1240,"9418 I-20, Sweetwater, TX 79556",Sweetwater,79556,Texas,32.4509617,-100.4418979,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=ahRLGyr3nPEbqVuvbNRVFw&cb_client=search.gws-prod.gps&w=800&h=500&yaw=321.6232&pitch=0&thumbfov=100,"{""Sunday"": ""Open 24 hours"", ""Monday"": ""Open 24 hours"", ""Tuesday"": ""Open 24 hours"", ""Wednesday"": ""Open 24 hours"", ""Thursday"": ""Open 24 hours"", ""Friday"": ""Open 24 hours"", ""Saturday"": ""Open 24 hours""}",OPERATIONAL,,"https://www.google.com/maps/place/Dog+Park+at+Love%27s+Travel+Stops/@32.4509617,-100.4418979,14z/data=!4m8!1m2!2m1!1sDog+Park+at+Love%27s+Travel+Stops!3m4!1s0x86561b8ed62f1a3d:0x171b4b1f0596ab3!8m2!3d32.4509617!4d-100.4418979"
Newman Dog Park,,,"Sweetwater, TX 79556",Sweetwater,79556,Texas,32.482576,-100.4151119,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqYLb6pILwysXaPeiVy3zykhftGhd1fwRgzXeTn4TmnICGpRamah47aO8HEfEET5OlrlzOX1MBfWPhZyujo1ir9hBfOvFr-xZvr2BSb8aRlcISoKLeriNKYYYRKtbm2W_3POpMR=w800-h500-k-no,,OPERATIONAL,,"https://www.google.com/maps/place/Newman+Dog+Park/@32.482576,-100.4151119,14z/data=!4m8!1m2!2m1!1sNewman+Dog+Park!3m4!1s0x86560ff748556efb:0x2ecb8482d68fd712!8m2!3d32.482576!4d-100.4151119"
Camp Barkeley Dog Park,http://www.abilenetx.gov/parksandrec,+1 325-676-6217,"610 E South 11th St, Abilene, TX 79602",Abilene,79602,Texas,32.437215,-99.714484,https://lh3.googleusercontent.com/gps-cs-s/AC9h4npIexS4zuxEtD2EgMvTtqSVJO9nuPXJJ_J-6MbWsMC71rnQySja-kpDGEk1pXj-XZ-RYV5Glxg20TqsXkZ1ITdGWktfc44xeBkGZKu9DRbHjQcxGvAKSO6NK7jXtzk55ylvTneU=w800-h500-k-no,"{""Sunday"": ""5:30AM-12AM"", ""Monday"": ""5:30AM-12AM"", ""Tuesday"": ""5:30AM-12AM"", ""Wednesday"": ""5:30AM-12AM"", ""Thursday"": ""5:30AM-12AM"", ""Friday"": ""5:30AM-12AM"", ""Saturday"": ""5:30AM-12AM""}",OPERATIONAL,,"https://www.google.com/maps/place/Camp+Barkeley+Dog+Park/@32.437215,-99.714484,14z/data=!4m8!1m2!2m1!1sCamp+Barkeley+Dog+Park!3m4!1s0x86569188bbdf1427:0xae4e9c7bb694abd!8m2!3d32.437215!4d-99.714484"
Jolly Ranch pet resort,,+1 325-669-7278,"352 Foothill Rd, Abilene, TX 79602",Abilene,79602,Texas,32.3299754,-99.7369196,https://lh3.googleusercontent.com/p/AF1QipPHs5k8v-Sr1lnXTvku0wMvY-dECkko_APkqaKD=w800-h500-k-no,"{""Sunday"": ""10AM-2PM"", ""Monday"": ""8:30AM-4PM"", ""Tuesday"": ""8:30AM-4PM"", ""Wednesday"": ""8:30AM-4PM"", ""Thursday"": ""8:30AM-4PM"", ""Friday"": ""8:30AM-4PM"", ""Saturday"": ""Closed""}",OPERATIONAL,,"https://www.google.com/maps/place/Jolly+Ranch+pet+resort/@32.329975399999995,-99.7369196,14z/data=!4m8!1m2!2m1!1sJolly+Ranch+pet+resort!3m4!1s0x8656f2b07e26c71f:0x9ddf1abc6c20506d!8m2!3d32.329975399999995!4d-99.7369196"
Hogan's Run Dog Park,http://www.midlandtexas.gov/Facilities/Facility/Details/Hogans-Dog-Run-3,+1 432-685-7356,"1201 E Wadley Ave, Midland, TX 79705",Midland,79705,Texas,32.0366438,-102.0723513,https://lh3.googleusercontent.com/gps-cs-s/AC9h4no45DIszjXkHgEutCIex550nPCaeau2sLuo0nUGZ-EFsatB0LBv5nZqUvrFDsH1twa2fFEUmM4dhQVc2lHC2Bd1zYhI8Zn6LxTjJ5LH5k09bm4wEyKKQHlJ4mnXVm9jkxhW6g9E=w800-h500-k-no,"{""Sunday"": ""8AM-9PM"", ""Monday"": ""8AM-9PM"", ""Tuesday"": ""8AM-9PM"", ""Wednesday"": ""8AM-9PM"", ""Thursday"": ""8AM-9PM"", ""Friday"": ""8AM-9PM"", ""Saturday"": ""8AM-9PM""}",OPERATIONAL,,"https://www.google.com/maps/place/Hogan%27s+Run+Dog+Park/@32.0366438,-102.0723513,14z/data=!4m8!1m2!2m1!1sHogan%27s+Run+Dog+Park!3m4!1s0x86f96206625d4523:0xa089742ceb11cc61!8m2!3d32.0366438!4d-102.0723513"
Puppy Friends Paradise,https://www.facebook.com/share/199Xan2Ht5/?mibextid=qi2Omg,+1 432-352-1848,"6207 Ojibwa, Midland, TX 79705",Midland,79705,Texas,32.0693569,-102.0829169,https://lh3.googleusercontent.com/p/AF1QipMn96awaiUqY3nSuAU08PtWLAVw52taEDZM9xHX=w800-h500-k-no,"{""Sunday"": ""10AM-5PM"", ""Monday"": ""9AM-8PM"", ""Tuesday"": ""9AM-8PM"", ""Wednesday"": ""9AM-8PM"", ""Thursday"": ""9AM-8PM"", ""Friday"": ""9AM-8PM"", ""Saturday"": ""9AM-8PM""}",OPERATIONAL,,"https://www.google.com/maps/place/Puppy+Friends+Paradise/@32.069356899999995,-102.0829169,14z/data=!4m8!1m2!2m1!1sPuppy+Friends+Paradise!3m4!1s0x86fbdff152740d29:0xb980147a18338204!8m2!3d32.069356899999995!4d-102.0829169"
