name,site,phone,full_address,street,city,postal_code,state,country,latitude,longitude,photo,working_hours,business_status,about,description,location_link
Texas RV Park of Big Spring,http://www.txrvparkbigspring.com/,+1 432-267-7900,"1001 Hearn St, Big Spring, TX 79720",1001 Hearn St,Big Spring,79720,Texas,United States of America,32.2084541,-101.4772186,https://lh3.googleusercontent.com/gps-cs-s/AC9h4no3D3cDW3BvBdEvpwPY08sQVaLr2Xfsx_hFVSQNRFqOWoAlTsmQske6CbG81tBgEKT3mm8YrfGV9BI5pzRQhtYbvGtNWmCAVxIU8MlGeuvGywBYbd1NRYDzhkxJ_056_B2-vJqgmg=w800-h500-k-no,,OPERATIONAL,"{""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true}, ""Offerings"": {""RV camping"": true, ""RV water hookup"": true}, ""Amenities"": {""Picnic tables"": true, ""Public restroom"": true, ""Public shower"": true, ""Restroom"": true, ""Running water"": true, ""Wi-Fi"": true}, ""Payments"": {""Camping fee"": true, ""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}, ""Parking"": {""On-site parking"": true}, ""Pets"": {""Dogs allowed"": true}}",,"https://www.google.com/maps/place/Texas+RV+Park+of+Big+Spring/@32.2084541,-101.4772186,14z/data=!4m8!1m2!2m1!1sTexas+RV+Park+of+Big+Spring!3m4!1s0x86f9227c4f438e61:0xcdf8081f0e630c9!8m2!3d32.2084541!4d-101.4772186"
Southridge RV Park in Big Spring,http://www.southridgervpark.com/,+1 432-212-3329,"907 I-20 Frontage Rd, Big Spring, TX 79720",907 I-20 Frontage Rd,Big Spring,79720,Texas,United States of America,32.2696426,-101.46925619999999,https://lh3.googleusercontent.com/p/AF1QipPozdyfRH4WYG-qr_RpymTSdBSbbqUvItWZbNmy=w800-h500-k-no,,OPERATIONAL,"{""Offerings"": {""RV camping"": true, ""RV sewer hookup"": true}, ""Amenities"": {""Wi-Fi"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true}, ""Parking"": {""On-site parking"": true}, ""Pets"": {""Dogs allowed"": true}}",,"https://www.google.com/maps/place/Southridge+RV+Park+in+Big+Spring/@32.2696426,-101.46925619999999,14z/data=!4m8!1m2!2m1!1sSouthridge+RV+Park+in+Big+Spring!3m4!1s0x86f92399f513fbe3:0xc6f01055d6e1976b!8m2!3d32.2696426!4d-101.46925619999999"
Coyanosa Park,,+1 432-343-2281,"4691 Battleland St, Coyanosa, TX 79730",4691 Battleland St,Coyanosa,79730,Texas,United States of America,31.240500599999997,-103.0625845,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=FIZHin9BYMCKwlZw0ARnfg&cb_client=search.gws-prod.gps&w=800&h=500&yaw=87.08984&pitch=0&thumbfov=100,,OPERATIONAL,"{""Children"": {""Good for kids"": true}}",,"https://www.google.com/maps/place/Coyanosa+Park/@31.240500599999997,-103.0625845,14z/data=!4m8!1m2!2m1!1sCoyanosa+Park!3m4!1s0x86fa93f717ed031b:0x2d0104049f433e1b!8m2!3d31.240500599999997!4d-103.0625845"
Crane County Park,,,"Crane, TX 79731",,Crane,79731,Texas,United States of America,31.3971263,-102.3599227,https://lh3.googleusercontent.com/gps-cs-s/AC9h4npqyrFBJcOGByxHykwuh5wfVs5M973vwGMWT7mitYGI4XiExAFxUvTNXtA0ACUzZrBZjDTwaXSoDw-mrFipQVas1yxoD3KWDpO5YGdoJXVrcnomIll9j_YTR5pP-kKzBxBsBEje=w800-h500-k-no,,OPERATIONAL,"{""Highlights"": {""Picnics"": true}, ""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true}, ""Amenities"": {""Barbecue grill"": true, ""Picnic tables"": true, ""Public restroom"": true, ""Slides"": true, ""Swings"": true}, ""Children"": {""Good for kids"": true, ""Good for kids birthday"": true, ""Playground"": true}, ""Pets"": {""Dogs allowed"": true}}",,"https://www.google.com/maps/place/Crane+County+Park/@31.3971263,-102.3599227,14z/data=!4m8!1m2!2m1!1sCrane+County+Park!3m4!1s0x86fa3e034b23faa9:0xaedb14b38b6283b5!8m2!3d31.3971263!4d-102.3599227"
Jeff Davis County Park,https://fortdavis.com/listing/jeff-davis-county-park/,,"Fort Davis, TX 79734",,Fort Davis,79734,Texas,United States of America,30.5779952,-103.90693759999999,https://lh3.googleusercontent.com/gps-cs-s/AC9h4noBG0JunYlsWmdPlAqk7yCiIaMA84MUjHNujsexI83pvz6ABn9qhbuqEVmyZIt94OshG4ry1fZLT6gLNbULNbQXVm6s_i7bacGdFwMEmpTnRJRtXqhd6NHfl5rFeZhGnD1LoMHM=w800-h500-k-no,,OPERATIONAL,"{""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true}, ""Amenities"": {""Picnic tables"": true, ""Public restroom"": true}, ""Children"": {""Good for kids"": true}, ""Pets"": {""Dogs allowed"": true}}",,"https://www.google.com/maps/place/Jeff+Davis+County+Park/@30.5779952,-103.90693759999999,14z/data=!4m8!1m2!2m1!1sJeff+Davis+County+Park!3m4!1s0x86efeb345b74ac15:0xdf816dae16cac654!8m2!3d30.5779952!4d-103.90693759999999"
Davis Mountains State Park,https://tpwd.texas.gov/state-parks/davis-mountains,+1 432-426-3337,"TX-118, Fort Davis, TX 79734",TX-118,Fort Davis,79734,Texas,United States of America,30.599119899999998,-103.92940639999999,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqzxrIDIqc_a6T_iaKxIGPAbZHWp7SdtgmzYElEPxyX_aThJjpn3PpJTSsXDBEDQREX-VHX8-BUJPwBUvqU1LDf_H3kbv9zuctoZhsqKlHN81dr8eDUrCXWl5oN6w8M8mii4s8=w800-h500-k-no,"{""Monday"": ""Open 24 hours"", ""Tuesday"": ""Open 24 hours"", ""Wednesday"": ""Open 24 hours"", ""Thursday"": ""Open 24 hours"", ""Friday"": ""Open 24 hours"", ""Saturday"": ""Open 24 hours"", ""Sunday"": ""Open 24 hours""}",OPERATIONAL,"{""Service options"": {""Onsite services"": true}, ""Highlights"": {""Picnics"": true}, ""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true}, ""Activities"": {""Hiking"": true}, ""Amenities"": {""Barbecue grill"": true, ""Picnic tables"": true, ""Public restroom"": true}, ""Payments"": {""Credit cards"": true}, ""Children"": {""Good for kids"": true, ""Kid-friendly hikes"": true, ""Playground"": true}, ""Pets"": {""Dogs allowed"": true}}","Hiking, biking & camping in a scenic landscape plus a rustic lodge with a pool & an eatery.","https://www.google.com/maps/place/Davis+Mountains+State+Park/@30.599119899999998,-103.92940639999999,14z/data=!4m8!1m2!2m1!1sDavis+Mountains+State+Park!3m4!1s0x86ef9357ff141757:0xe083eef78ed050d1!8m2!3d30.599119899999998!4d-103.92940639999999"
Fort Davis Inn & R.V. Park,https://ftdavisinn.com/,+1 432-426-2112,"2201 TX-17, Fort Davis, TX 79734",2201 TX-17,Fort Davis,79734,Texas,United States of America,30.6074433,-103.88285809999999,https://lh3.googleusercontent.com/p/AF1QipM9OUOtg7QWyrb9fkQQa44YS5jizdbRANpAySFh=w800-h500-k-no,,OPERATIONAL,"{""Other"": {""Free parking"": true, ""Free Wi-Fi"": true, ""Air-conditioned"": true, ""Wi-Fi"": true, ""Star rating"": ""2 stars"", ""Check-out time"": ""11:00 AM"", ""Check-in time"": ""2:00 PM""}, ""Amenities"": {""Free Wi-Fi"": true}}",Straightforward rooms in an unassuming budget hotel offering free parking & Wi-Fi.,"https://www.google.com/maps/place/Fort+Davis+Inn+%26+R.V.+Park/@30.6074433,-103.88285809999999,14z/data=!4m8!1m2!2m1!1sFort+Davis+Inn+%26+R.V.+Park!3m4!1s0x86efec9c54a7e071:0xde76d73de173bdb3!8m2!3d30.6074433!4d-103.88285809999999"
Asherton Plaza,,,"Asherton, TX 78827",,Asherton,78827,Texas,United States of America,28.4527109,-99.7611732,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=XN8Bh-i6EpwdkTPtqC8vOw&cb_client=search.gws-prod.gps&w=800&h=500&yaw=50.323025&pitch=0&thumbfov=100,,OPERATIONAL,"{""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true}, ""Children"": {""Good for kids"": true}}",,"https://www.google.com/maps/place/Asherton+Plaza/@28.4527109,-99.7611732,14z/data=!4m8!1m2!2m1!1sAsherton+Plaza!3m4!1s0x865e2fda0da91743:0x8af29c73611140b!8m2!3d28.4527109!4d-99.7611732"
Asherton City Park,https://www.facebook.com/pages/Asherton-City-Park/175217915837559,,"167 4th St, Asherton, TX 78827",167 4th St,Asherton,78827,Texas,United States of America,28.448100999999998,-99.75935059999999,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=PMqGrY37cpq2-84fSowXFw&cb_client=search.gws-prod.gps&w=800&h=500&yaw=55.758686&pitch=0&thumbfov=100,,CLOSED_PERMANENTLY,"{""Children"": {""Good for kids"": true}}",,"https://www.google.com/maps/place/Asherton+City+Park/@28.448100999999998,-99.75935059999999,14z/data=!4m8!1m2!2m1!1sAsherton+City+Park!3m4!1s0x865e2f1ae2de0b9f:0x2d07f90f1c36703d!8m2!3d28.448100999999998!4d-99.75935059999999"
Sara Low Memorial Dog Park,https://www.kait8.com/2020/11/13/special-unveiling-sara-low-memorial-dog-park/,,"1850 Chaney Dr, Batesville, AR 72501",1850 Chaney Dr,Batesville,72501,Arkansas,United States of America,35.7581048,-91.6343893,https://lh3.googleusercontent.com/gps-cs-s/AC9h4npe52A4-Xbv-JzkVJTtHFO8J5tL_Kpw5pFinw7fMz7xOJ04ibQkyo2Jv1cQ0yK8q5achBXG6b-i3uJRQWKw_LEAY-ZRKJsPtNEztXFGmTT5-X5ebO_IgwQhBprJyGEeuKtntV7meg=w800-h500-k-no,,OPERATIONAL,"{""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true}, ""Children"": {""Good for kids"": true}, ""Pets"": {""Dog park"": true, ""Dogs allowed"": true}}",,"https://www.google.com/maps/place/Sara+Low+Memorial+Dog+Park/@35.7581048,-91.6343893,14z/data=!4m8!1m2!2m1!1sSara+Low+Memorial+Dog+Park!3m4!1s0x87d3db2f6f3155a7:0x900c516299c725a0!8m2!3d35.7581048!4d-91.6343893"
Batesville Park,,,"Batesville, TX 78829",,Batesville,78829,Texas,United States of America,28.959863199999997,-99.6128801,,,OPERATIONAL,"{""Accessibility"": {""Wheelchair accessible parking lot"": true}, ""Amenities"": {""Public restroom"": true}, ""Children"": {""Good for kids"": true}}",,"https://www.google.com/maps/place/Batesville+Park/@28.959863199999997,-99.6128801,14z/data=!4m8!1m2!2m1!1sBatesville+Park!3m4!1s0x865e5dcc9f3eeecf:0x7b4c63f797c3dd9b!8m2!3d28.959863199999997!4d-99.6128801"
Big Wells City Park,,,"Big Wells, TX 78830",,Big Wells,78830,Texas,United States of America,28.573148099999997,-99.56940619999999,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=J9yjkG6DjTWrGesHmrXezA&cb_client=search.gws-prod.gps&w=800&h=500&yaw=275.52313&pitch=0&thumbfov=100,,OPERATIONAL,"{""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true}, ""Children"": {""Good for kids"": true}}",,"https://www.google.com/maps/place/Big+Wells+City+Park/@28.573148099999997,-99.56940619999999,14z/data=!4m8!1m2!2m1!1sBig+Wells+City+Park!3m4!1s0x865e3d997a84ea61:0x38870fa726c2549a!8m2!3d28.573148099999997!4d-99.56940619999999"
Fort Clark Springs,http://www.fortclark.com/,+1 830-563-2493,"23 McClernand Rd, Brackettville, TX 78832",23 McClernand Rd,Brackettville,78832,Texas,United States of America,29.3063725,-100.41968279999999,https://lh3.googleusercontent.com/gps-proxy/ALd4DhEzkTHpoekPCEVNF2De6dwWnvqZ5DwNWR34NGnoiw4Nn1iI3dL3dq9moKQw0ImvyqGmKd-KRb-eui4YfwUePU81Tp2-74EHuzizPae7IKX8eRQUmAtZqyn1CNFpO7o58_jCXd7CiB1HVV2jWleI5ktWAf8utjDqG3UATDC50j9Xx0SUf_oPo8UD=w800-h500-k-no,,OPERATIONAL,"{""Other"": {""Pool"": true, ""Free parking"": true, ""Free Wi-Fi"": true, ""Wi-Fi"": true, ""Star rating"": ""2 stars"", ""Check-out time"": ""11:00 AM"", ""Check-in time"": ""2:00 PM""}, ""Amenities"": {""Free Wi-Fi"": true, ""Free parking"": true, ""Accessible"": true, ""Outdoor pool"": true, ""Kid-friendly"": true, ""Restaurant"": false, ""Fitness center"": false, ""Golf course"": true}}","Laid-back resort on a nature park, offering a golf course, a spring-fed pool & trails.","https://www.google.com/maps/place/Fort+Clark+Springs/@29.3063725,-100.41968279999999,14z/data=!4m8!1m2!2m1!1sFort+Clark+Springs!3m4!1s0x865f68bffac9e9b1:0x4b258d39172ef9a0!8m2!3d29.3063725!4d-100.41968279999999"
Camp Wood City Park,http://cityofcampwood.com/,+1 830-597-2265,"Camp Wood, TX 78833",,Camp Wood,78833,Texas,United States of America,29.6708957,-100.0128998,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqv5IxbCdJ3lJ0CWX2PNBt6vFM-EOLeTbGA7kHB-Xv5xW1m8nZUchcKywxECLk3wD4qHW01w26CoqeGMIX-2LEUK_EbwCRE1Nkn6XwUK5eF8vhUzpAnUcK-D_YyW1tNgZAxhQ59=w800-h500-k-no,"{""Monday"": ""8AM-12PM,1-5PM"", ""Tuesday"": ""8AM-12PM,1-5PM"", ""Wednesday"": ""8AM-12PM,1-5PM"", ""Thursday"": ""8AM-12PM,1-5PM"", ""Friday"": ""8AM-12PM,1-5PM"", ""Saturday"": ""Closed"", ""Sunday"": ""Closed""}",OPERATIONAL,"{""Children"": {""Good for kids"": true}}",,"https://www.google.com/maps/place/Camp+Wood+City+Park/@29.6708957,-100.0128998,14z/data=!4m8!1m2!2m1!1sCamp+Wood+City+Park!3m4!1s0x865f2f2237ea4a87:0xbe849f0f1d6de13e!8m2!3d29.6708957!4d-100.0128998"
Park,,,"1300 N 6th St, Carrizo Springs, TX 78834",1300 N 6th St,Carrizo Springs,78834,Texas,United States of America,28.5308018,-99.8574194,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=GAg0qVjfj6ufagDv1GVPmw&cb_client=search.gws-prod.gps&w=800&h=500&yaw=313.44232&pitch=0&thumbfov=100,,OPERATIONAL,"{""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true}, ""Children"": {""Good for kids"": true}, ""Pets"": {""Dogs allowed"": true}}",,"https://www.google.com/maps/place/Park/@28.5308018,-99.8574194,14z/data=!4m8!1m2!2m1!1sPark!3m4!1s0x865e33841998f865:0x53dcf855a25506a7!8m2!3d28.5308018!4d-99.8574194"
Catarina Park,,,"Catarina, TX 78836",,Catarina,78836,Texas,United States of America,28.343269199999998,-99.611099,,,OPERATIONAL,"{""Children"": {""Good for kids"": true}}",,"https://www.google.com/maps/place/Catarina+Park/@28.343269199999998,-99.611099,14z/data=!4m8!1m2!2m1!1sCatarina+Park!3m4!1s0x865e21b8ab7e58bf:0x634b1987e24e6ec4!8m2!3d28.343269199999998!4d-99.611099"
Garner State Park Office,https://tpwd.texas.gov/state-parks/garner,+1 830-232-6132,"Park Road,, Concan, TX 78838","Park Road,",Concan,78838,TX,United States of America,29.598974799999997,-99.7440098,https://lh3.googleusercontent.com/gps-cs-s/AC9h4npq8aPKdsZ7rW_8MgrG3OI4cIpdovWPKbLGLLlOjP052EFJ8SGMCNtvnhNP-s7_CjcJFJ_wJhSNZGwJXS5rRG4aXbjOQgglRc1e9_TRtJdTEQDxFht7gvmx-mfa0Y2jTkOAaTE2QA=w800-h500-k-no,,OPERATIONAL,"{""Highlights"": {""Picnics"": true}, ""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true}, ""Activities"": {""Hiking"": true}, ""Amenities"": {""Picnic tables"": true, ""Public restroom"": true}, ""Payments"": {""Credit cards"": true}, ""Children"": {""Good for kids"": true, ""Kid-friendly hikes"": true}}",,"https://www.google.com/maps/place/Garner+State+Park+Office/@29.598974799999997,-99.7440098,14z/data=!4m8!1m2!2m1!1sGarner+State+Park+Office!3m4!1s0x865edabdc19efa45:0x4f542f6923fb3ec5!8m2!3d29.598974799999997!4d-99.7440098"
Dog Park,,,"Laredo, TX 78046",,Laredo,78046,Texas,United States of America,27.4867551,-99.44990419999999,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrzrpUhhDBhw4VO0JVeNZ4Dndt8o22LUVsyhy6e7EQ_v9NhMO4wilRCIIvIMyDJz41xFjuJXrxG45pyoCaKt70wOgZZoJpA3qQiLuNXIvLUJrEY_yDCG1BmGLB1MTjl5oQYimqw=w800-h500-k-no,,CLOSED_PERMANENTLY,"{""Children"": {""Good for kids"": true}}",,"https://www.google.com/maps/place/Dog+Park/@27.4867551,-99.44990419999999,14z/data=!4m8!1m2!2m1!1sDog+Park!3m4!1s0x8661240cbacb557f:0xb8a815e074b905d2!8m2!3d27.4867551!4d-99.44990419999999"
Shelby Park,https://www.eaglepasstx.us/Facilities/Facility/Details/Shelby-Park-21,,"220 Main St, Eagle Pass, TX 78852",220 Main St,Eagle Pass,78852,Texas,United States of America,28.7079581,-100.50915959999999,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqP1qVVjEo-jP8m9q6FkwnQr6Y3F6Abq0zWK3EYi-8uShi9KLdKNJN8Jlr-Pk6pt0fhPP5CFOgPau82TsKzMIa19gt8PafbOQy2-d2O_iGX8zwUaVrKxWnJ5O8oz8Sc2UV7PeCr=w800-h500-k-no,,OPERATIONAL,"{""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true}, ""Children"": {""Good for kids"": true}}",,"https://www.google.com/maps/place/Shelby+Park/@28.7079581,-100.50915959999999,14z/data=!4m8!1m2!2m1!1sShelby+Park!3m4!1s0x865f8dfc76090fc5:0x25d2493414af76d5!8m2!3d28.7079581!4d-100.50915959999999"
Jando Guedea Park,,,"413 Nueces St, Eagle Pass, TX 78852",413 Nueces St,Eagle Pass,78852,Texas,United States of America,28.7112427,-100.497136,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nokn8IQTM9RgRPWJ8BBM6o7PFXrhAc-kfd07uTsHzDsIlW4p0RJ7k3Ao10eODZiE7KHBXrGmmTJbujrpx6Vv4gVBxvpDwYvFoabWq32UghojiLJPbCm5uU6cQDx2jatK_HldHEH=w800-h500-k-no,"{""Monday"": ""7AM-10PM"", ""Tuesday"": ""7AM-10PM"", ""Wednesday"": ""7AM-10PM"", ""Thursday"": ""7AM-10PM"", ""Friday"": ""7AM-10PM"", ""Saturday"": ""7AM-10PM"", ""Sunday"": ""7AM-10PM""}",OPERATIONAL,"{""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true}, ""Amenities"": {""Slides"": true, ""Swings"": true}, ""Children"": {""Good for kids"": true, ""Playground"": true}, ""Pets"": {""Dogs allowed"": true}}",,"https://www.google.com/maps/place/Jando+Guedea+Park/@28.7112427,-100.497136,14z/data=!4m8!1m2!2m1!1sJando+Guedea+Park!3m4!1s0x865f8c39c2db485f:0x3260f3916d31dc78!8m2!3d28.7112427!4d-100.497136"
El Indio Park,,,"El Indio, TX 78860",,El Indio,78860,Texas,United States of America,28.5187535,-100.3120149,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrSwxDTGHBPMsSPrpDymuXa7F0mpIjLAlJiq15IGoSeV9t38X_nkCiRlOsBTyGso8KKxMbj4XfX1IKtWij5cKw0bxqxYxXzcty6ABfUbS-OP_6Y-KplFQnGDU9FGpuESDn39JXa6Q=w800-h500-k-no,,OPERATIONAL,"{""Children"": {""Good for kids"": true}}",,"https://www.google.com/maps/place/El+Indio+Park/@28.5187535,-100.3120149,14z/data=!4m8!1m2!2m1!1sEl+Indio+Park!3m4!1s0x865fe92c301ec155:0x3ed4e38b302ea3db!8m2!3d28.5187535!4d-100.3120149"
Hondo City Park,https://www.hondo-tx.org/166/Parks-Division,+1 830-426-3378,"Hondo, TX 78861",,Hondo,78861,Texas,United States of America,29.3734564,-99.15881139999999,https://lh3.googleusercontent.com/gps-cs-s/AC9h4noDCLD5b8u1CkrgNSnIiY8gNElt3mUQ8X41d0wTddkhE2DC-yp4OpvqSfORjPbiPfOB2-C7yOlHWa_KksbGHRQw306Y-ceAY-4kCtDdir-96_XrF4M19cmoO31Q27QCItd56Rw=w800-h500-k-no,,OPERATIONAL,"{""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true}, ""Amenities"": {""Picnic tables"": true}, ""Children"": {""Good for kids"": true}, ""Pets"": {""Dogs allowed"": true}}",,"https://www.google.com/maps/place/Hondo+City+Park/@29.3734564,-99.15881139999999,14z/data=!4m8!1m2!2m1!1sHondo+City+Park!3m4!1s0x865c275e2fdb2011:0x91bf6a733c3805e9!8m2!3d29.3734564!4d-99.15881139999999"
Bermea Park,,,"La Pryor, TX 78872",,La Pryor,78872,Texas,United States of America,28.9440064,-99.8445362,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=X67Chev39x7japd4tsnCIA&cb_client=search.gws-prod.gps&w=800&h=500&yaw=157.37804&pitch=0&thumbfov=100,,OPERATIONAL,"{""Children"": {""Good for kids"": true}, ""Pets"": {""Dogs allowed"": true}}",,"https://www.google.com/maps/place/Bermea+Park/@28.9440064,-99.8445362,14z/data=!4m8!1m2!2m1!1sBermea+Park!3m4!1s0x865e5357dd658133:0x1a90226e4e579606!8m2!3d28.9440064!4d-99.8445362"
Frio Canyon Park,,,"Leakey, TX 78873",,Leakey,78873,Texas,United States of America,29.740827499999998,-99.756715,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=hUhG0cIEQLxqLIEW7qIMQA&cb_client=search.gws-prod.gps&w=800&h=500&yaw=143.36917&pitch=0&thumbfov=100,,OPERATIONAL,"{""Accessibility"": {""Wheelchair accessible parking lot"": true}, ""Children"": {""Good for kids"": true}}",,"https://www.google.com/maps/place/Frio+Canyon+Park/@29.740827499999998,-99.756715,14z/data=!4m8!1m2!2m1!1sFrio+Canyon+Park!3m4!1s0x865ed39dd29cc8d1:0x4568a536236d0028!8m2!3d29.740827499999998!4d-99.756715"
Rocksprings City Park,https://cityofrockspringstx.com/,+1 830-683-4105,"55 N Live Oak St, Rocksprings, TX 78880",55 N Live Oak St,Rocksprings,78880,Texas,United States of America,30.0163281,-100.21222329999999,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=w792u0Id-jUaCXi85sV4bA&cb_client=search.gws-prod.gps&w=800&h=500&yaw=272.4072&pitch=0&thumbfov=100,,OPERATIONAL,"{""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true}, ""Children"": {""Good for kids"": true}}",,"https://www.google.com/maps/place/Rocksprings+City+Park/@30.0163281,-100.21222329999999,14z/data=!4m8!1m2!2m1!1sRocksprings+City+Park!3m4!1s0x8658c73941a4d855:0xc50a35fb6f56c211!8m2!3d30.0163281!4d-100.21222329999999"
Sabinal Park,,,"City Park, 1049 N Center St #1001, Sabinal, TX 78881","City Park, 1049 N Center St #1001",Sabinal,78881,Texas,United States of America,29.3271923,-99.469004,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqmUrvY4Jjgzb-kCQbQ36UfLJIi4PDQ8ZcmUFfjV0LGtHJCML6yYdjoQRfbkOqnDarIu46Egolh96mbO8MKbv7MkCDNe9Q3M4whp5zAXGCD5NDvF-J0lW6AlQ5QU8pEhoLJXlUi=w800-h500-k-no,,OPERATIONAL,"{""Highlights"": {""Picnics"": true}, ""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true}, ""Amenities"": {""Picnic tables"": true, ""Public restroom"": true, ""Slides"": true, ""Swings"": true}, ""Children"": {""Good for kids"": true, ""Good for kids birthday"": true, ""Playground"": true}}",,"https://www.google.com/maps/place/Sabinal+Park/@29.3271923,-99.469004,14z/data=!4m8!1m2!2m1!1sSabinal+Park!3m4!1s0x865e93c519555555:0x495c8f56e97d3c96!8m2!3d29.3271923!4d-99.469004"
Utopia Park,http://utopiapark.org/,+1 830-966-3643,"240 Utopia Pk Rd, Utopia, TX 78884",240 Utopia Pk Rd,Utopia,78884,Texas,United States of America,29.614029199999997,-99.5307715,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrfb4Nz0ZYk9rV2TQwzRnRkCEdIsVl4xglaONoU2MM0c2q3DLIyHJR2EGuv_ArsNoc9FOMkFKZw66J5boyaKjFYPdINh90qyhFGAU2whF1nfrxvG0kH5eGzi4r3O7cRuH54KU4=w800-h500-k-no,"{""Monday"": ""8AM-8PM"", ""Tuesday"": ""8AM-8PM"", ""Wednesday"": ""8AM-8PM"", ""Thursday"": ""8AM-8PM"", ""Friday"": ""8AM-8PM"", ""Saturday"": ""8AM-8PM"", ""Sunday"": ""8AM-8PM""}",OPERATIONAL,"{""Highlights"": {""Picnics"": true}, ""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true}, ""Amenities"": {""Barbecue grill"": true, ""Picnic tables"": true, ""Public restroom"": true, ""Slides"": true, ""Swings"": true}, ""Children"": {""Good for kids"": true, ""Good for kids birthday"": true, ""Playground"": true}, ""Pets"": {""Dogs allowed"": true}}","501C Utopia Park is a privately owned community park located in Utopia, Texas.","https://www.google.com/maps/place/Utopia+Park/@29.614029199999997,-99.5307715,14z/data=!4m8!1m2!2m1!1sUtopia+Park!3m4!1s0x865eb816ea84fbb1:0x3d8f0e8a94fd4ff1!8m2!3d29.614029199999997!4d-99.5307715"
Lost Maples State Natural Area,https://tpwd.texas.gov/state-parks/lost-maples,+1 830-966-3413,"37221 RM 187, Vanderpool, TX 78885",37221 RM 187,Vanderpool,78885,Texas,United States of America,29.807623099999997,-99.5706069,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqdrf0GpNAYUv1Zo8u0rVThSFPisZaM2gazYPDeMoBl7EjVqtUruu3BTApMg2z4fnAJPo1jJNcNlN1tCaID29vfDql1RjyVYbz7IieZpQC3dvXoTiX2bvX9iPvyYSoVr6Ua2MQt=w800-h500-k-no,"{""Monday"": ""8:30AM-4:30PM"", ""Tuesday"": ""8:30AM-4:30PM"", ""Wednesday"": ""8:30AM-4:30PM"", ""Thursday"": ""8:30AM-4:30PM"", ""Friday"": ""8:30AM-4:30PM"", ""Saturday"": ""8:30AM-4:30PM"", ""Sunday"": ""8:30AM-4:30PM""}",OPERATIONAL,"{""Service options"": {""Onsite services"": true}, ""Highlights"": {""Picnics"": true}, ""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true}, ""Activities"": {""Hiking"": true}, ""Amenities"": {""Barbecue grill"": true, ""Picnic tables"": true, ""Public restroom"": true}, ""Children"": {""Good for kids"": true, ""Kid-friendly hikes"": true}, ""Pets"": {""Dogs allowed"": true}}","Birds & wildlife, plus limestone canyons, plateaus & fall foliage along a river valley.","https://www.google.com/maps/place/Lost+Maples+State+Natural+Area/@29.807623099999997,-99.5706069,14z/data=!4m8!1m2!2m1!1sLost+Maples+State+Natural+Area!3m4!1s0x8659352858e2d1cf:0x758a2f6120f08732!8m2!3d29.807623099999997!4d-99.5706069"
